5 digit NTD ID,4 digit NTD ID,Agency,Mode,TOS,Active,Reporter Type,HQ City,HQ State,UZA,UZA Name,UZA Area SQ Miles,UZA Population,Service Area SQ Miles,Service Area Population,Most Recent Report Year,FY End Month,FY End Year,Passenger Miles FY,Unlinked Passenger Trips FY,Average Trip Length FY, Fares FY , Operating Expenses FY , Average Cost per Trip FY , Average Fares per Trip FY 
20197,2197,"Meadowlands Transportation Brokerage Corporation, dba Meadowlink",MB,DO,Active,Reduced Reporter,Wood Ridge,NJ,1,"New York-Newark, NY-NJ-CT","3,450","18,351,295","1,167","4,103,469",2018,6,2018,,,,,,,
20197,2197,"Meadowlands Transportation Brokerage Corporation, dba Meadowlink",MB,PT,Active,Reduced Reporter,Wood Ridge,NJ,1,"New York-Newark, NY-NJ-CT","3,450","18,351,295","1,167","4,103,469",2018,6,2018,,,,,,,
20198,2198,"TransOptions, Inc.",MB,DO,Inactive,Reduced Reporter,Cedar Knolls,NJ,1,"New York-Newark, NY-NJ-CT","3,450","18,351,295",112,"53,945",2014,12,2014,,,,,,,
20199,2199,County of Atlantic,DR,DO,Active,Full Reporter,Northfield,NJ,150,"Atlantic City, NJ",125,"248,402",567,"274,219",2018,12,2018,"912,150","118,612",7.69, $-   ," $4,252,195 ", $35.85 , $-   
20199,2199,County of Atlantic,MB,DO,Active,Full Reporter,Northfield,NJ,150,"Atlantic City, NJ",125,"248,402",567,"274,219",2018,12,2018,,,,,,,
20199,2199,County of Atlantic,MB,PT,Active,Full Reporter,Northfield,NJ,150,"Atlantic City, NJ",125,"248,402",567,"274,219",2018,12,2018,,,,,,,
20200,2200,South Jersey Transportation Authority,DR,DO,Active,Reduced Reporter,Camden,NJ,150,"Atlantic City, NJ",125,"248,402","1,898","1,525,228",2018,12,2018,,,,,,,
20200,2200,South Jersey Transportation Authority,MB,DO,Active,Reduced Reporter,Camden,NJ,150,"Atlantic City, NJ",125,"248,402","1,898","1,525,228",2018,12,2018,,,,,,,
20201,2201,County of Cumberland,MB,DO,Active,Reduced Reporter,Bridgeton,NJ,5,"Philadelphia, PA-NJ-DE-MD","1,981","5,441,567",678,"156,898",2018,12,2018,,,,,,,
20202,2202,Essex County Division of Training and Employment,DR,DO,Inactive,Reduced Reporter,East Orange,NJ,1,"New York-Newark, NY-NJ-CT","3,450","18,351,295",126,"797,434",2017,12,2017,,,,,,,
20203,2203,Cape May County Fare Free Transportation,DR,DO,Active,Reduced Reporter,Cape May Court House,NJ,489,"Villas, NJ",34,"51,291",251,"93,553",2018,12,2018,,,,,,,
20203,2203,Cape May County Fare Free Transportation,MB,DO,Active,Reduced Reporter,Cape May Court House,NJ,489,"Villas, NJ",34,"51,291",251,"93,553",2018,12,2018,,,,,,,
20204,2204,"Senior Citizens United Community Services of Camden County, Inc.",DR,DO,Active,Full Reporter,Audubon,NJ,5,"Philadelphia, PA-NJ-DE-MD","1,981","5,441,567",222,"508,932",2018,12,2018,"889,699","149,129",5.97," $9,690 "," $3,528,216 ", $23.66 , $0.07 
20206,2206,Nassau Inter County Express,DR,PT,Active,Full Reporter,Garden City,NY,1,"New York-Newark, NY-NJ-CT","3,450","18,351,295",285,"1,339,532",2018,12,2018,"2,676,961","332,131",8.06," $1,133,284 "," $15,549,575 ", $46.82 , $3.41 
20206,2206,Nassau Inter County Express,MB,PT,Active,Full Reporter,Garden City,NY,1,"New York-Newark, NY-NJ-CT","3,450","18,351,295",285,"1,339,532",2018,12,2018,"126,842,031","22,980,391",5.52," $40,195,813 "," $110,994,117 ", $4.83 , $1.75 
20209,2209,Somerset County Transportation,DR,DO,Active,Full Reporter,Somerville,NJ,1,"New York-Newark, NY-NJ-CT","3,450","18,351,295",305,"324,194",2018,12,2018,"1,408,443","292,638",4.81," $857,035 "," $4,910,217 ", $16.78 , $2.93 
20209,2209,Somerset County Transportation,MB,DO,Active,Full Reporter,Somerville,NJ,1,"New York-Newark, NY-NJ-CT","3,450","18,351,295",305,"324,194",2018,12,2018,"750,707","72,370",10.37," $147,180 "," $1,954,995 ", $27.01 , $2.03 
20212,2212,County of Hunterdon,DR,PT,Active,Reduced Reporter,Flemington,NJ,1,"New York-Newark, NY-NJ-CT","3,450","18,351,295",438,"128,349",2018,12,2018,,,,,,,
20212,2212,County of Hunterdon,MB,PT,Active,Reduced Reporter,Flemington,NJ,1,"New York-Newark, NY-NJ-CT","3,450","18,351,295",438,"128,349",2018,12,2018,,,,,,,
20217,2217,"Hampton Jitney, Inc.",CB,DO,Active,Full Reporter,Southampton,NY,1,"New York-Newark, NY-NJ-CT","3,450","18,351,295","1,215","9,908,805",2018,12,2018,"73,791,820","795,411",92.77," $23,344,416 "," $19,026,539 ", $23.92 , $29.35 
22930,,New York City Economic Development Corporation,FB,PT,Active,Full Reporter,New York,NY,1,"New York-Newark, NY-NJ-CT","3,450","18,351,295",37,"230,065",2018,6,2018,"22,278,258","4,101,874",5.43," $10,285,229 "," $61,842,069 ", $15.08 , $2.51 
22930,,New York City Economic Development Corporation,MB,PT,Active,Full Reporter,New York,NY,1,"New York-Newark, NY-NJ-CT","3,450","18,351,295",37,"230,065",2018,6,2018,,,,,,,
30001,3001,Kanawha Valley Regional Transportation Authority,DR,DO,Active,Full Reporter,Charleston,WV,214,"Charleston, WV",98,"153,199",902,"191,275",2018,6,2018,"223,781","19,718",11.35," $52,013 "," $971,847 ", $49.29 , $2.64 
30001,3001,Kanawha Valley Regional Transportation Authority,MB,DO,Active,Full Reporter,Charleston,WV,214,"Charleston, WV",98,"153,199",902,"191,275",2018,6,2018,"7,950,277","1,629,942",4.88," $1,802,731 "," $12,057,847 ", $7.40 , $1.11 
30002,3002,The Tri-State Transit Authority,DR,DO,Active,Full Reporter,Huntington,WV,178,"Huntington, WV-KY-OH",130,"202,637",92,"144,339",2018,6,2018,"199,128","36,205",5.50," $166,348 "," $877,669 ", $24.24 , $4.59 
30002,3002,The Tri-State Transit Authority,MB,DO,Active,Full Reporter,Huntington,WV,178,"Huntington, WV-KY-OH",130,"202,637",92,"144,339",2018,6,2018,"4,778,570","865,683",5.52," $994,018 "," $5,370,586 ", $6.20 , $1.15 
30003,3003,Mid-Ohio Valley Transit Authority,DR,DO,Active,Reduced Reporter,Parkersburg,WV,411,"Parkersburg, WV-OH",42,"67,229",14,"39,587",2018,6,2018,,,,,,,
30003,3003,Mid-Ohio Valley Transit Authority,MB,DO,Active,Reduced Reporter,Parkersburg,WV,411,"Parkersburg, WV-OH",42,"67,229",14,"39,587",2018,6,2018,,,,,,,
30006,3006,Greater Richmond Transit Company,DR,DO,Active,Full Reporter,Richmond,VA,45,"Richmond, VA",492,"953,556",227,"449,572",2018,6,2018,,,,,,,
30006,3006,Greater Richmond Transit Company,DR,PT,Active,Full Reporter,Richmond,VA,45,"Richmond, VA",492,"953,556",227,"449,572",2018,6,2018,"3,032,133","334,077",9.08," $949,382 "," $6,669,800 ", $19.96 , $2.84 
30006,3006,Greater Richmond Transit Company,MB,DO,Active,Full Reporter,Richmond,VA,45,"Richmond, VA",492,"953,556",227,"449,572",2018,6,2018,"30,204,978","7,337,381",4.12," $6,999,893 "," $41,284,482 ", $5.63 , $0.95 
30006,3006,Greater Richmond Transit Company,MB,PT,Active,Full Reporter,Richmond,VA,45,"Richmond, VA",492,"953,556",227,"449,572",2018,6,2018,,,,,,,
30006,3006,Greater Richmond Transit Company,RB,DO,Active,Full Reporter,Richmond,VA,45,"Richmond, VA",492,"953,556",227,"449,572",2018,6,2018,"151,694","56,952",2.66," $14,278 "," $93,834 ", $1.65 , $0.25 
30006,3006,Greater Richmond Transit Company,VP,PT,Active,Full Reporter,Richmond,VA,45,"Richmond, VA",492,"953,556",227,"449,572",2018,6,2018,"29,291,229","397,994",73.60," $2,040,266 "," $2,405,003 ", $6.04 , $5.13 
30007,3007,Greater Roanoke Transit Company,CB,DO,Active,Full Reporter,Roanoke,VA,172,"Roanoke, VA",124,"210,111",43,"97,032",2018,6,2018,"293,849","5,958",49.32," $19,608 "," $120,450 ", $20.22 , $3.29 
30007,3007,Greater Roanoke Transit Company,DR,PT,Active,Full Reporter,Roanoke,VA,172,"Roanoke, VA",124,"210,111",43,"97,032",2018,6,2018,"767,157","82,962",9.25," $229,017 "," $2,104,255 ", $25.36 , $2.76 
30007,3007,Greater Roanoke Transit Company,MB,DO,Active,Full Reporter,Roanoke,VA,172,"Roanoke, VA",124,"210,111",43,"97,032",2018,6,2018,"11,263,599","1,983,028",5.68," $1,787,674 "," $7,275,133 ", $3.67 , $0.90 
30008,3008,Greater Lynchburg Transit Company,DR,DO,Active,Full Reporter,Lynchburg,VA,271,"Lynchburg, VA",89,"116,636",72,"80,846",2018,6,2018,"159,548","22,326",7.15," $68,888 "," $907,248 ", $40.64 , $3.09 
30008,3008,Greater Lynchburg Transit Company,MB,DO,Active,Full Reporter,Lynchburg,VA,271,"Lynchburg, VA",89,"116,636",72,"80,846",2018,6,2018,"10,065,600","2,303,341",4.37," $2,380,807 "," $7,423,753 ", $3.22 , $1.03 
30009,3009,Petersburg Area Transit,DR,DO,Active,Reduced Reporter,Petersburg,VA,45,"Richmond, VA",492,"953,556",7,"72,422",2018,6,2018,,,,,,,
30009,3009,Petersburg Area Transit,MB,DO,Active,Reduced Reporter,Petersburg,VA,45,"Richmond, VA",492,"953,556",7,"72,422",2018,6,2018,,,,,,,
30010,3010,Lehigh and Northampton Transportation Authority,DR,PT,Active,Full Reporter,Allentown,PA,61,"Allentown, PA-NJ",346,"664,651",324,"533,100",2018,6,2018,"4,263,715","394,932",10.80," $989,304 "," $10,609,943 ", $26.87 , $2.51 
30010,3010,Lehigh and Northampton Transportation Authority,MB,DO,Active,Full Reporter,Allentown,PA,61,"Allentown, PA-NJ",346,"664,651",324,"533,100",2018,6,2018,"21,954,076","4,489,586",4.89," $4,295,323 "," $25,494,953 ", $5.68 , $0.96 
30010,3010,Lehigh and Northampton Transportation Authority,MB,PT,Active,Full Reporter,Allentown,PA,61,"Allentown, PA-NJ",346,"664,651",324,"533,100",2018,6,2018,"36,811","5,672",6.49," $2,705 "," $278,633 ", $49.12 , $0.48 
30011,3011,Altoona Metro Transit,DR,DO,Active,Full Reporter,Altoona,PA,359,"Altoona, PA",37,"79,930",25,"69,608",2018,6,2018,"1,345",310,4.34, $979 ," $17,814 ", $57.46 , $3.16 
30011,3011,Altoona Metro Transit,DR,PT,Active,Full Reporter,Altoona,PA,359,"Altoona, PA",37,"79,930",25,"69,608",2018,6,2018,"62,810","11,926",5.27," $38,118 "," $205,382 ", $17.22 , $3.20 
30011,3011,Altoona Metro Transit,MB,DO,Active,Full Reporter,Altoona,PA,359,"Altoona, PA",37,"79,930",25,"69,608",2018,6,2018,"2,423,745","544,954",4.45," $705,901 "," $4,921,357 ", $9.03 , $1.30 
30011,3011,Altoona Metro Transit,MB,PT,Active,Full Reporter,Altoona,PA,359,"Altoona, PA",37,"79,930",25,"69,608",2018,6,2018,,,,,,,
30012,3012,Cambria County Transit Authority,DR,DO,Active,Full Reporter,Johnstown,PA,400,"Johnstown, PA",39,"69,014",688,"143,679",2018,6,2018,"743,424","63,768",11.66," $1,149,031 "," $1,793,697 ", $28.13 , $18.02 
30012,3012,Cambria County Transit Authority,DR,PT,Active,Full Reporter,Johnstown,PA,400,"Johnstown, PA",39,"69,014",688,"143,679",2018,6,2018,,,,,,,
30012,3012,Cambria County Transit Authority,IP,DO,Active,Full Reporter,Johnstown,PA,400,"Johnstown, PA",39,"69,014",688,"143,679",2018,6,2018,"8,752","51,481",0.17," $101,347 "," $707,166 ", $13.74 , $1.97 
30012,3012,Cambria County Transit Authority,MB,DO,Active,Full Reporter,Johnstown,PA,400,"Johnstown, PA",39,"69,014",688,"143,679",2018,6,2018,"3,514,593","1,036,753",3.39," $804,957 "," $7,915,344 ", $7.63 , $0.78 
30013,3013,Erie Metropolitan Transit Authority,DR,DO,Active,Full Reporter,Erie,PA,183,"Erie, PA",82,"196,611",77,"189,872",2018,6,2018,"1,409,371","189,568",7.43," $3,934,865 "," $4,871,083 ", $25.70 , $20.76 
30013,3013,Erie Metropolitan Transit Authority,MB,DO,Active,Full Reporter,Erie,PA,183,"Erie, PA",82,"196,611",77,"189,872",2018,6,2018,"8,393,843","2,553,905",3.29," $2,965,421 "," $15,639,285 ", $6.12 , $1.16 
30014,3014,Cumberland Dauphin-Harrisburg Transit Authority,DR,DO,Active,Full Reporter,Harrisburg,PA,86,"Harrisburg, PA",260,"444,474",137,"511,009",2018,6,2018,"1,012,490","115,345",8.78," $125,952 "," $3,277,277 ", $28.41 , $1.09 
30014,3014,Cumberland Dauphin-Harrisburg Transit Authority,DR,PT,Active,Full Reporter,Harrisburg,PA,86,"Harrisburg, PA",260,"444,474",137,"511,009",2018,6,2018,"674,236","90,580",7.44," $79,858 "," $1,743,795 ", $19.25 , $0.88 
30014,3014,Cumberland Dauphin-Harrisburg Transit Authority,DT,PT,Active,Full Reporter,Harrisburg,PA,86,"Harrisburg, PA",260,"444,474",137,"511,009",2018,6,2018,,,,,,,
30014,3014,Cumberland Dauphin-Harrisburg Transit Authority,MB,DO,Active,Full Reporter,Harrisburg,PA,86,"Harrisburg, PA",260,"444,474",137,"511,009",2018,6,2018,"10,553,592","2,029,537",5.20," $2,598,748 "," $16,291,969 ", $8.03 , $1.28 
30014,3014,Cumberland Dauphin-Harrisburg Transit Authority,MB,PT,Active,Full Reporter,Harrisburg,PA,86,"Harrisburg, PA",260,"444,474",137,"511,009",2018,6,2018,"55,584","12,956",4.29," $132,988 "," $272,233 ", $21.01 , $10.26 
30015,3015,Luzerne County Transportation Authority,DR,DO,Active,Full Reporter,Kingston,PA,99,"Scranton, PA",171,"381,502",56,"295,020",2018,6,2018,"1,350,544","153,639",8.79," $371,708 "," $3,628,597 ", $23.62 , $2.42 
30015,3015,Luzerne County Transportation Authority,DR,PT,Active,Full Reporter,Kingston,PA,99,"Scranton, PA",171,"381,502",56,"295,020",2018,6,2018,,,,,,,
30015,3015,Luzerne County Transportation Authority,MB,DO,Active,Full Reporter,Kingston,PA,99,"Scranton, PA",171,"381,502",56,"295,020",2018,6,2018,"4,946,922","1,155,823",4.28," $1,273,778 "," $9,072,728 ", $7.85 , $1.10 
30018,3018,Red Rose Transit Authority,DR,PT,Inactive,Full Reporter,Lancaster,PA,91,"Lancaster, PA",248,"402,004",952,"420,920",2016,6,2016,"3,569,355","296,155",12.05," $286,140 "," $6,343,016 ", $21.42 , $0.97 
30018,3018,Red Rose Transit Authority,MB,DO,Inactive,Full Reporter,Lancaster,PA,91,"Lancaster, PA",248,"402,004",952,"420,920",2016,6,2016,"8,867,481","1,911,095",4.64," $2,430,687 "," $9,013,283 ", $4.72 , $1.27 
30019,3019,Southeastern Pennsylvania Transportation Authority,CR,DO,Active,Full Reporter,Philadelphia,PA,5,"Philadelphia, PA-NJ-DE-MD","1,981","5,441,567",839,"3,836,896",2018,6,2018,"436,335,049","32,245,981",13.53," $144,711,466 "," $303,658,609 ", $9.42 , $4.49 
30019,3019,Southeastern Pennsylvania Transportation Authority,DR,PT,Active,Full Reporter,Philadelphia,PA,5,"Philadelphia, PA-NJ-DE-MD","1,981","5,441,567",839,"3,836,896",2018,6,2018,"11,118,969","1,554,597",7.15," $6,004,836 "," $59,532,018 ", $38.29 , $3.86 
30019,3019,Southeastern Pennsylvania Transportation Authority,HR,DO,Active,Full Reporter,Philadelphia,PA,5,"Philadelphia, PA-NJ-DE-MD","1,981","5,441,567",839,"3,836,896",2018,6,2018,"359,405,111","94,005,114",3.82," $113,037,368 "," $200,674,425 ", $2.13 , $1.20 
30019,3019,Southeastern Pennsylvania Transportation Authority,LR,DO,Active,Full Reporter,Philadelphia,PA,5,"Philadelphia, PA-NJ-DE-MD","1,981","5,441,567",839,"3,836,896",2018,6,2018,,,,,,,
30019,3019,Southeastern Pennsylvania Transportation Authority,MB,DO,Active,Full Reporter,Philadelphia,PA,5,"Philadelphia, PA-NJ-DE-MD","1,981","5,441,567",839,"3,836,896",2018,6,2018,"455,192,052","161,454,460",2.82," $172,156,198 "," $629,760,584 ", $3.90 , $1.07 
30019,3019,Southeastern Pennsylvania Transportation Authority,MB,PT,Active,Full Reporter,Philadelphia,PA,5,"Philadelphia, PA-NJ-DE-MD","1,981","5,441,567",839,"3,836,896",2018,6,2018,"449,102","80,717",5.56," $112,328 "," $1,090,670 ", $13.51 , $1.39 
30019,3019,Southeastern Pennsylvania Transportation Authority,SR,DO,Active,Full Reporter,Philadelphia,PA,5,"Philadelphia, PA-NJ-DE-MD","1,981","5,441,567",839,"3,836,896",2018,6,2018,"57,709,428","24,999,649",2.31," $29,083,693 "," $74,007,135 ", $2.96 , $1.16 
30019,3019,Southeastern Pennsylvania Transportation Authority,TB,DO,Active,Full Reporter,Philadelphia,PA,5,"Philadelphia, PA-NJ-DE-MD","1,981","5,441,567",839,"3,836,896",2018,6,2018,"10,309,799","5,085,024",2.03," $5,951,062 "," $14,365,949 ", $2.83 , $1.17 
30022,3022,Port Authority of Allegheny County,DR,PT,Active,Full Reporter,Pittsburgh,PA,27,"Pittsburgh, PA",905,"1,733,853",775,"1,415,244",2018,6,2018,"11,706,990","1,464,260",8.00," $11,830,785 "," $37,500,282 ", $25.61 , $8.08 
30022,3022,Port Authority of Allegheny County,IP,DO,Active,Full Reporter,Pittsburgh,PA,27,"Pittsburgh, PA",905,"1,733,853",775,"1,415,244",2018,6,2018,"71,333","610,433",0.12," $648,929 "," $1,063,918 ", $1.74 , $1.06 
30022,3022,Port Authority of Allegheny County,IP,PT,Active,Full Reporter,Pittsburgh,PA,27,"Pittsburgh, PA",905,"1,733,853",775,"1,415,244",2018,6,2018,,,,,,,
30022,3022,Port Authority of Allegheny County,LR,DO,Active,Full Reporter,Pittsburgh,PA,27,"Pittsburgh, PA",905,"1,733,853",775,"1,415,244",2018,6,2018,"30,261,649","7,655,539",3.95," $9,696,650 "," $66,793,023 ", $8.72 , $1.27 
30022,3022,Port Authority of Allegheny County,MB,DO,Active,Full Reporter,Pittsburgh,PA,27,"Pittsburgh, PA",905,"1,733,853",775,"1,415,244",2018,6,2018,"225,092,162","53,733,622",4.19," $79,575,413 "," $308,367,401 ", $5.74 , $1.48 
30023,3023,Beaver County Transit Authority,DR,DO,Active,Full Reporter,Rochester,PA,27,"Pittsburgh, PA",905,"1,733,853",440,"170,539",2018,6,2018,"841,147","76,908",10.94," $852,622 "," $1,980,621 ", $25.75 , $11.09 
30023,3023,Beaver County Transit Authority,MB,DO,Active,Full Reporter,Rochester,PA,27,"Pittsburgh, PA",905,"1,733,853",440,"170,539",2018,6,2018,"9,526,532","798,836",11.93," $1,435,126 "," $5,342,390 ", $6.69 , $1.80 
30024,3024,Berks Area Regional Transportation Authority,DR,DO,Inactive,Full Reporter,Reading,PA,140,"Reading, PA",104,"266,254",864,"411,442",2016,6,2016,"1,370,734","184,735",7.42," $174,294 "," $4,273,662 ", $23.13 , $0.94 
30024,3024,Berks Area Regional Transportation Authority,DR,PT,Inactive,Full Reporter,Reading,PA,140,"Reading, PA",104,"266,254",864,"411,442",2016,6,2016,"773,220","55,981",13.81," $107,303 "," $1,499,999 ", $26.79 , $1.92 
30024,3024,Berks Area Regional Transportation Authority,MB,DO,Inactive,Full Reporter,Reading,PA,140,"Reading, PA",104,"266,254",864,"411,442",2016,6,2016,"12,320,094","2,898,770",4.25," $2,880,188 "," $9,998,950 ", $3.45 , $0.99 
30025,3025,County of Lackawanna Transit System,DR,DO,Active,Full Reporter,Scranton,PA,99,"Scranton, PA",171,"381,502",170,"214,437",2018,6,2018,"677,982","114,100",5.94," $54,470 "," $3,966,873 ", $34.77 , $0.48 
30025,3025,County of Lackawanna Transit System,DR,PT,Active,Full Reporter,Scranton,PA,99,"Scranton, PA",171,"381,502",170,"214,437",2018,6,2018,"146,880","43,138",3.40," $11,522 "," $259,143 ", $6.01 , $0.27 
30025,3025,County of Lackawanna Transit System,MB,DO,Active,Full Reporter,Scranton,PA,99,"Scranton, PA",171,"381,502",170,"214,437",2018,6,2018,"4,742,159","936,048",5.07," $1,000,290 "," $6,465,652 ", $6.91 , $1.07 
30025,3025,County of Lackawanna Transit System,MB,PT,Active,Full Reporter,Scranton,PA,99,"Scranton, PA",171,"381,502",170,"214,437",2018,6,2018,0,"65,054",0.00," $31,250 "," $370,607 ", $5.70 , $0.48 
30026,3026,Williamsport Bureau of Transportation,DR,DO,Active,Full Reporter,Williamsport,PA,462,"Williamsport, PA",27,"56,142",92,"69,764",2018,6,2018,495,47,10.53, $188 ," $1,647 ", $35.04 , $4.00 
30026,3026,Williamsport Bureau of Transportation,DR,PT,Active,Full Reporter,Williamsport,PA,462,"Williamsport, PA",27,"56,142",92,"69,764",2018,6,2018,"2,926",253,11.57," $1,012 "," $6,957 ", $27.50 , $4.00 
30026,3026,Williamsport Bureau of Transportation,MB,DO,Active,Full Reporter,Williamsport,PA,462,"Williamsport, PA",27,"56,142",92,"69,764",2018,6,2018,"6,437,785","1,292,728",4.98," $794,220 "," $7,372,710 ", $5.70 , $0.61 
30027,3027,York County Transportation Authority,CB,DO,Active,Full Reporter,York,PA,158,"York, PA",132,"232,045","5,060","1,232,111",2018,6,2018,"1,981,014","78,009",25.39," $238,850 "," $1,331,747 ", $17.07 , $3.06 
30027,3027,York County Transportation Authority,CB,PT,Active,Full Reporter,York,PA,158,"York, PA",132,"232,045","5,060","1,232,111",2018,6,2018,,,,,,,
30027,3027,York County Transportation Authority,DR,DO,Active,Full Reporter,York,PA,158,"York, PA",132,"232,045","5,060","1,232,111",2018,6,2018,"7,173,243","561,715",12.77," $12,663,162 "," $11,624,864 ", $20.70 , $22.54 
30027,3027,York County Transportation Authority,DR,PT,Active,Full Reporter,York,PA,158,"York, PA",132,"232,045","5,060","1,232,111",2018,6,2018,"1,102,266","76,568",14.40," $58,045 "," $1,770,407 ", $23.12 , $0.76 
30027,3027,York County Transportation Authority,DT,PT,Active,Full Reporter,York,PA,158,"York, PA",132,"232,045","5,060","1,232,111",2018,6,2018,"13,647","1,327",10.28, $833 ," $25,225 ", $19.01 , $0.63 
30027,3027,York County Transportation Authority,MB,DO,Active,Full Reporter,York,PA,158,"York, PA",132,"232,045","5,060","1,232,111",2018,6,2018,"5,955,290","1,550,604",3.84," $1,558,854 "," $9,565,189 ", $6.17 , $1.01 
30027,3027,York County Transportation Authority,MB,PT,Active,Full Reporter,York,PA,158,"York, PA",132,"232,045","5,060","1,232,111",2018,6,2018,,,,,,,
30027,3027,York County Transportation Authority,VP,PT,Active,Full Reporter,York,PA,158,"York, PA",132,"232,045","5,060","1,232,111",2018,6,2018,,,,,,,
30030,3030,Washington Metropolitan Area Transit Authority,DR,PT,Active,Full Reporter,Washington,DC,8,"Washington, DC-VA-MD","1,322","4,586,770",950,"3,719,567",2018,6,2018,"23,930,248","2,261,107",10.58," $9,041,285 "," $125,784,310 ", $55.63 , $4.00 
30030,3030,Washington Metropolitan Area Transit Authority,DT,PT,Active,Full Reporter,Washington,DC,8,"Washington, DC-VA-MD","1,322","4,586,770",950,"3,719,567",2018,6,2018,"2,273,415","123,505",18.41," $659,001 "," $13,323,987 ", $107.88 , $5.34 
30030,3030,Washington Metropolitan Area Transit Authority,HR,DO,Active,Full Reporter,Washington,DC,8,"Washington, DC-VA-MD","1,322","4,586,770",950,"3,719,567",2018,6,2018,"1,314,002,629","229,233,254",5.73," $536,496,025 "," $1,044,384,320 ", $4.56 , $2.34 
30030,3030,Washington Metropolitan Area Transit Authority,MB,DO,Active,Full Reporter,Washington,DC,8,"Washington, DC-VA-MD","1,322","4,586,770",950,"3,719,567",2018,6,2018,"366,498,831","119,681,096",3.06," $123,209,808 "," $677,631,392 ", $5.66 , $1.03 
30030,3030,Washington Metropolitan Area Transit Authority,MB,PT,Active,Full Reporter,Washington,DC,8,"Washington, DC-VA-MD","1,322","4,586,770",950,"3,719,567",2018,6,2018,,,,,,,
30034,3034,Maryland Transit Administration,CB,PT,Active,Full Reporter,Baltimore,MD,19,"Baltimore, MD",717,"2,203,663","2,560","7,811,145",2018,6,2018,"109,737,234","3,819,821",28.73," $20,089,000 "," $64,882,934 ", $16.99 , $5.26 
30034,3034,Maryland Transit Administration,CR,PT,Active,Full Reporter,Baltimore,MD,19,"Baltimore, MD",717,"2,203,663","2,560","7,811,145",2018,6,2018,"275,491,545","9,326,683",29.54," $52,484,000 "," $161,020,606 ", $17.26 , $5.63 
30034,3034,Maryland Transit Administration,DR,DO,Active,Full Reporter,Baltimore,MD,19,"Baltimore, MD",717,"2,203,663","2,560","7,811,145",2018,6,2018,"112,793","15,465",7.29," $16,278 "," $1,066,902 ", $68.99 , $1.05 
30034,3034,Maryland Transit Administration,DR,PT,Active,Full Reporter,Baltimore,MD,19,"Baltimore, MD",717,"2,203,663","2,560","7,811,145",2018,6,2018,"20,078,289","2,126,485",9.44," $3,183,387 "," $97,039,187 ", $45.63 , $1.50 
30034,3034,Maryland Transit Administration,DT,PT,Active,Full Reporter,Baltimore,MD,19,"Baltimore, MD",717,"2,203,663","2,560","7,811,145",2018,6,2018,"4,165,815","812,390",5.13," $2,087,206 "," $19,396,997 ", $23.88 , $2.57 
30034,3034,Maryland Transit Administration,HR,DO,Active,Full Reporter,Baltimore,MD,19,"Baltimore, MD",717,"2,203,663","2,560","7,811,145",2018,6,2018,"36,790,501","8,916,972",4.13," $11,513,200 "," $63,832,691 ", $7.16 , $1.29 
30034,3034,Maryland Transit Administration,LR,DO,Active,Full Reporter,Baltimore,MD,19,"Baltimore, MD",717,"2,203,663","2,560","7,811,145",2018,6,2018,"44,778,153","7,416,504",6.04," $7,177,100 "," $43,950,196 ", $5.93 , $0.97 
30034,3034,Maryland Transit Administration,MB,DO,Active,Full Reporter,Baltimore,MD,19,"Baltimore, MD",717,"2,203,663","2,560","7,811,145",2018,6,2018,"239,277,791","63,797,467",3.75," $49,439,100 "," $305,037,900 ", $4.78 , $0.77 
30034,3034,Maryland Transit Administration,MB,PT,Active,Full Reporter,Baltimore,MD,19,"Baltimore, MD",717,"2,203,663","2,560","7,811,145",2018,6,2018,,,,,,,
30035,3035,Ohio Valley Regional Transportation Authority,DR,DO,Active,Full Reporter,Wheeling,WV,353,"Wheeling, WV-OH",47,"81,249",27,"57,416",2018,9,2018,"22,504","4,574",4.92," $11,937 "," $384,683 ", $84.10 , $2.61 
30035,3035,Ohio Valley Regional Transportation Authority,MB,DO,Active,Full Reporter,Wheeling,WV,353,"Wheeling, WV-OH",47,"81,249",27,"57,416",2018,9,2018,"1,264,568","361,305",3.50," $382,410 "," $3,766,276 ", $10.42 , $1.06 
30036,3036,Charlottesville Area Transit,DR,PT,Active,Reduced Reporter,Charlottesville,VA,317,"Charlottesville, VA",35,"92,359",38,"85,755",2018,6,2018,,,,,,,
30036,3036,Charlottesville Area Transit,MB,DO,Active,Reduced Reporter,Charlottesville,VA,317,"Charlottesville, VA",35,"92,359",38,"85,755",2018,6,2018,,,,,,,
30040,3040,Annapolis Department of Transportation,MB,DO,Active,Reduced Reporter,Annapolis,MD,19,"Baltimore, MD",717,"2,203,663",24,"130,600",2018,6,2018,,,,,,,
30041,3041,Allegany County Transit,DR,DO,Active,Reduced Reporter,Cumberland,MD,484,"Cumberland, MD-WV-PA",33,"51,899",131,"68,780",2018,6,2018,,,,,,,
30041,3041,Allegany County Transit,MB,DO,Active,Reduced Reporter,Cumberland,MD,484,"Cumberland, MD-WV-PA",33,"51,899",131,"68,780",2018,6,2018,,,,,,,
30042,3042,Washington County Transit,DR,DO,Active,Reduced Reporter,Hagerstown,MD,189,"Hagerstown, MD-WV-PA",133,"182,696",70,"48,220",2019,6,2019,,,,,,,
